PT_CODE,UMLS_CUI,TERM,TTY
10061468,C0877305,"Postoperative wound complication",PT
10049758,C0877306,"Iris hyperpigmentation",LLT
10049758,C0877306,"Iris hyperpigmentation",PT
10049774,C0877307,"Pseudophaeochromocytoma",LLT
10049774,C0877307,"Pseudophaeochromocytoma",PT
10049775,C0877308,"Neonatal tachycardia",PT
10049775,C0877308,"Neonatal tachycardia",LLT
10049776,C0877309,"Renal impairment neonatal",LLT
10049776,C0877309,"Renal impairment neonatal",PT
10049779,C0877310,"Peripheral oedema neonatal",LLT
10049779,C0877310,"Peripheral oedema neonatal",PT
10049787,C0877311,"Contact lens discolouration",LLT
10049788,C0877312,"Trigeminal palsy",LLT
10049788,C0877312,"Trigeminal palsy",PT
10049793,C0877313,"Neonatal neuroblastoma",LLT
10049793,C0877313,"Neonatal neuroblastoma",PT
10049803,C0877314,"Blood glucose fluctuation",LLT
10049803,C0877314,"Blood glucose fluctuation",PT
10049806,C0877315,"Pacing threshold increased",LLT
10049812,C0877318,"Medical device implantation",LLT
10049812,C0877318,"Medical device implantation",PT
10049814,C0877320,"Renal cyst ruptured",LLT
10049814,C0877320,"Renal cyst ruptured",PT
10062170,C0877321,"Vascular bypass dysfunction",LLT
10062170,C0877321,"Vascular bypass dysfunction",PT
10049816,C0877322,"Muscle tightness",LLT
10049816,C0877322,"Muscle tightness",PT
10049820,C0877323,"Urine chloride decreased",LLT
10049820,C0877323,"Urine chloride decreased",PT
10049821,C0877324,"Urinary sediment present",LLT
10049821,C0877324,"Urinary sediment present",PT
10049823,C0877325,"Anal sphincter atony",LLT
10049823,C0877325,"Anal sphincter atony",PT
10049824,C0877326,"Bone infarction",LLT
10049824,C0877326,"Bone infarction",PT
10049826,C0877327,"Blood HIV RNA",LLT
10049826,C0877327,"Blood HIV RNA",PT
10049827,C0877328,"Blood HIV RNA increased",LLT
10049827,C0877328,"Blood HIV RNA increased",PT
10049828,C0877329,"Blood HIV RNA decreased",LLT
10049828,C0877329,"Blood HIV RNA decreased",PT
10049829,C0877330,"Blood HIV RNA below assay limit",LLT
10049829,C0877330,"Blood HIV RNA below assay limit",PT
10049862,C0877331,"Abnormal clotting factor",LLT
10049862,C0877331,"Abnormal clotting factor",PT
10049863,C0877332,"Puncture site abscess",LLT
10049863,C0877332,"Puncture site abscess",PT
10049865,C0877333,"Achromotrichia acquired",LLT
10049865,C0877333,"Achromotrichia acquired",PT
10049867,C0877334,"Arterial stenosis limb",LLT
10049868,C0877335,"Asthma exacerbation prophylaxis",LLT
10049869,C0877336,"Blood bilirubin decreased",LLT
10049869,C0877336,"Blood bilirubin decreased",PT
10049870,C0877337,"Tongue haemorrhage",LLT
10049870,C0877337,"Tongue haemorrhage",PT
10049872,C0877338,"Breast discomfort",LLT
10049872,C0877338,"Breast discomfort",PT
10049874,C0877339,"Cardio-respiratory distress",LLT
10049874,C0877339,"Cardio-respiratory distress",PT
10049885,C0877340,"Convulsion prophylaxis",LLT
10049887,C0877341,"Coronary revascularisation",LLT
10049887,C0877341,"Coronary revascularisation",PT
10049904,C0877342,"Osteoporosis prophylaxis",LLT
10049904,C0877342,"Osteoporosis prophylaxis",PT
10018342,C0877347,"Globulin",LLT
10018342,C0877347,"Globulin",PT
10041344,C0877351,"Somatotropin suppression test abnormal",LLT
10041344,C0877351,"Somatotropin suppression test abnormal",PT
10077692,C0877359,"Liver function test increased",PT
10077692,C0877359,"Liver function test increased",LLT
10048602,C0877364,"Achilles tendon discomfort",LLT
10048634,C0877365,"Infusion site erythema",LLT
10048634,C0877365,"Infusion site erythema",PT
10062125,C0877367,"Thyroid malformation",LLT
10062125,C0877367,"Thyroid malformation",PT
10048664,C0877368,"Agonal death struggle",LLT
10048664,C0877368,"Agonal death struggle",PT
10048669,C0877369,"Terminal state",LLT
10048669,C0877369,"Terminal state",PT
10048673,C0877370,"Tear discolouration",LLT
10048673,C0877370,"Tear discolouration",PT
10048678,C0877371,"Antiphospholipid antibodies positive",LLT
10048678,C0877371,"Antiphospholipid antibodies positive",PT
10048687,C0877374,"Drug name confusion",LLT
10048710,C0877378,"Sacral pain",LLT
10048710,C0877378,"Sacral pain",PT
10048718,C0877379,"Peripheral pulse decreased",LLT
10048718,C0877379,"Peripheral pulse decreased",PT
10048788,C0877388,"Cerebral haemangioma",LLT
10048788,C0877388,"Cerebral haemangioma",PT
10048827,C0877395,"Autophony",LLT
10048827,C0877395,"Autophony",PT
10048842,C0877397,"XIth nerve paralysis",LLT
10048842,C0877397,"XIth nerve paralysis",PT
10048861,C0877398,"Anaemia postoperative",LLT
10048861,C0877398,"Anaemia postoperative",PT
10048868,C0877399,"Parkinsonian crisis",LLT
10048868,C0877399,"Parkinsonian crisis",PT
10048877,C0877400,"Vertebral lesion",LLT
10048877,C0877400,"Vertebral lesion",PT
10062162,C0877401,"Sensorimotor disorder",LLT
10062162,C0877401,"Sensorimotor disorder",PT
10048894,C0877403,"Bursitis infective staphylococcal",LLT
10048894,C0877403,"Bursitis infective staphylococcal",PT
10048901,C0877404,"Dapsone syndrome",LLT
10062253,C0877405,"Smooth muscle cell neoplasm",LLT
10062253,C0877405,"Smooth muscle cell neoplasm",PT
10048919,C0877406,"Performance status decreased",LLT
10048919,C0877406,"Performance status decreased",PT
10048958,C0877407,"Paradoxical drug reaction",LLT
10048958,C0877407,"Paradoxical drug reaction",PT
10048993,C0877411,"Superinfection oral",LLT
10049015,C0877417,"Cytomegalovirus enterocolitis",LLT
10049015,C0877417,"Cytomegalovirus enterocolitis",PT
10056948,C0877419,"Automatic bladder",LLT
10056948,C0877419,"Automatic bladder",PT
10049075,C0877424,"Disseminated cytomegaloviral infection",LLT
10049075,C0877424,"Disseminated cytomegaloviral infection",PT
10049082,C0877425,"Pancreatic mass",PT
10049082,C0877425,"Pancreatic mass",LLT
10049090,C0877428,"Anaphylaxis prophylaxis",LLT
10049090,C0877428,"Anaphylaxis prophylaxis",PT
10049105,C0877429,"Anaemia of malignant disease",LLT
10049105,C0877429,"Anaemia of malignant disease",PT
10049122,C0877436,"Premenstrual headache",LLT
10050858,C0877437,"Corrective lens user",LLT
10050858,C0877437,"Corrective lens user",PT
10049205,C0877449,"Clitoris abscess",LLT
10049205,C0877449,"Clitoris abscess",PT
10049220,C0877451,"C-reactive protein decreased",LLT
10049220,C0877451,"C-reactive protein decreased",PT
10049224,C0877452,"Electrocardiogram ST-T segment depression",LLT
10049224,C0877452,"Electrocardiogram ST-T segment depression",PT
10049251,C0877456,"Heyde's syndrome",LLT
10049251,C0877456,"Heyde's syndrome",PT
10049422,C0877510,"Precancerous skin lesion",LLT
10049422,C0877510,"Precancerous skin lesion",PT
10049440,C0877513,"Spinal artery embolism",LLT
10049440,C0877513,"Spinal artery embolism",PT
10049445,C0877514,"Stoma site discomfort",LLT
10049445,C0877514,"Stoma site discomfort",PT
10049471,C0877517,"Blood phosphorus decreased",LLT
10049471,C0877517,"Blood phosphorus decreased",PT
10049492,C0877523,"Acquired macrocephaly",LLT
10049492,C0877523,"Acquired macrocephaly",PT
10049512,C0877530,"Pharyngolaryngeal abscess",LLT
10049512,C0877530,"Pharyngolaryngeal abscess",PT
10049520,C0877531,"Reticulin increased",LLT
10049520,C0877531,"Reticulin increased",PT
10049524,C0877532,"Coproporphyrinogen increased",LLT
10049524,C0877532,"Coproporphyrinogen increased",PT
10049528,C0877533,"Vanillyl mandelic acid urine increased",LLT
10049528,C0877533,"Vanillyl mandelic acid urine increased",PT
10061158,C0877536,"Foetal heart rate disorder",LLT
10061158,C0877536,"Foetal heart rate disorder",PT
10049580,C0877541,"Gingival hyperpigmentation",LLT
10049580,C0877541,"Gingival hyperpigmentation",PT
10049612,C0877554,"Autonomic seizure",LLT
10049612,C0877554,"Autonomic seizure",PT
10049630,C0877560,"Oedema due to renal disease",LLT
10049630,C0877560,"Oedema due to renal disease",PT
10049634,C0877561,"Cholecystocholangitis",LLT
10049634,C0877561,"Cholecystocholangitis",PT
10049646,C0877564,"Lymphohistiocytosis",LLT
10061891,C0877566,"Oropharyngitis fungal",LLT
10061891,C0877566,"Oropharyngitis fungal",PT
10049659,C0877567,"Mycobacterium fortuitum infection",LLT
10049659,C0877567,"Mycobacterium fortuitum infection",PT
10049660,C0877568,"Incision site abscess",LLT
10049660,C0877568,"Incision site abscess",PT
10049670,C0877569,"Ovarian cyst torsion",LLT
10049670,C0877569,"Ovarian cyst torsion",PT
10049737,C0877578,"Treatment related secondary malignancy",LLT
10049750,C0877584,"Tumour haemorrhage",LLT
10049750,C0877584,"Tumour haemorrhage",PT
10053997,C0877606,"Infusion site burning",LLT
10049864,C0877607,"Achromotrichia congenital",LLT
10049864,C0877607,"Achromotrichia congenital",PT
10049888,C0877613,"Rectal cramps",LLT
10049912,C0877622,"Joint dislocation postoperative",LLT
10049912,C0877622,"Joint dislocation postoperative",PT
10049924,C0877629,"Infection prophylaxis",LLT
10049924,C0877629,"Infection prophylaxis",PT
10058854,C0877635,"Cytomegalovirus viraemia",PT
10058854,C0877635,"Cytomegalovirus viraemia",LLT
10049304,C0877639,"Gingival blister",LLT
10049304,C0877639,"Gingival blister",PT
10061659,C0877641,"Arteriogram abnormal",LLT
10061659,C0877641,"Arteriogram abnormal",PT
10049537,C0877642,"Gamma butyric dehydrogenase increased",LLT
10049537,C0877642,"Gamma butyric dehydrogenase increased",PT
10049778,C0877643,"Neonatal anuria",LLT
10049778,C0877643,"Neonatal anuria",PT
10049785,C0877644,"Atrial pressure increased",LLT
10049785,C0877644,"Atrial pressure increased",PT
10049794,C0877645,"Urinary bladder polyp",LLT
10049794,C0877645,"Urinary bladder polyp",PT
10048686,C0877652,"Drug label confusion",LLT
10048883,C0877658,"Electrocardiogram R on T phenomenon",LLT
10048883,C0877658,"Electrocardiogram R on T phenomenon",PT
10048896,C0877659,"Retinal fovea disorder",LLT
10048896,C0877659,"Retinal fovea disorder",PT
10065059,C0877661,"Application site burn",LLT
10065059,C0877661,"Application site burn",PT
10048942,C0877661,"Application site burning",LLT
10049394,C0877675,"Desquamation gingival",LLT
10049409,C0877677,"Gastric stapling reversal",LLT
10049409,C0877677,"Gastric stapling reversal",PT
10049478,C0877678,"Liver graft loss",LLT
10049243,C0877689,"Ankyloglossia acquired",LLT
10049243,C0877689,"Ankyloglossia acquired",PT
10048749,C0877690,"Renal graft loss",LLT
10009191,C0877792,"Circadian rhythm sleep disorder",LLT
10009191,C0877792,"Circadian rhythm sleep disorder",PT
10065559,C0877854,"Cerebral arteriosclerosis",LLT
10065559,C0877854,"Cerebral arteriosclerosis",PT
10001660,C0877858,"Aleukaemic leukaemia",PT
10001660,C0877858,"Aleukaemic leukaemia",LLT
10063012,C0878511,"Uterine abscess",LLT
10063012,C0878511,"Uterine abscess",PT
10007636,C0878544,"Cardiomyopathy",LLT
10007636,C0878544,"Cardiomyopathy",PT
10062952,C0878555,"Diffuse panbronchiolitis",LLT
10062952,C0878555,"Diffuse panbronchiolitis",PT
10075349,C0878565,"Electrocardiogram J wave",LLT
10075349,C0878565,"Electrocardiogram J wave",PT
10066424,C0878588,"Sphincter of Oddi dysfunction",LLT
10066424,C0878588,"Sphincter of Oddi dysfunction",PT
10069107,C0878650,"Stauffer's syndrome",LLT
10069107,C0878650,"Stauffer's syndrome",PT
10060801,C0878675,"Erdheim-Chester disease",LLT
10060801,C0878675,"Erdheim-Chester disease",PT
10069199,C0878681,"Dent's disease",PT
10069199,C0878681,"Dent's disease",LLT
10064132,C0878693,"Conjunctivochalasis",LLT
10064132,C0878693,"Conjunctivochalasis",PT
10066850,C0878705,"Plica syndrome",LLT
10066850,C0878705,"Plica syndrome",PT
10020853,C0878773,"Hypertonic bladder",PT
10020853,C0878773,"Hypertonic bladder",LLT
10071095,C0878787,"Growth failure",LLT
10071095,C0878787,"Growth failure",PT
10052915,C0883301,"Catheter placement",LLT
10052915,C0883301,"Catheter placement",PT
10052962,C0883613,"Ultrasound chest",LLT
10052962,C0883613,"Ultrasound chest",PT
10053067,C0883663,"Enteroclysis",LLT
10053067,C0883663,"Enteroclysis",PT
10061946,C0883708,"Hepatobiliary scan",LLT
10061946,C0883708,"Hepatobiliary scan",PT
10005906,C0886414,"Body temperature",LLT
10005906,C0886414,"Body temperature",PT
10003212,C0887866,"Arteriosclerosis Moenckeberg-type",LLT
10003212,C0887866,"Arteriosclerosis Moenckeberg-type",PT
10059117,C0917713,"Becker's muscular dystrophy",PT
10059117,C0917713,"Becker's muscular dystrophy",LLT
10008120,C0917798,"Cerebral ischaemia",PT
10008120,C0917798,"Cerebral ischaemia",LLT
10020765,C0917799,"Hypersomnia",PT
10020765,C0917799,"Hypersomnia",LLT
10022437,C0917801,"Insomnia",PT
10022437,C0917801,"Insomnia",LLT
10056371,C0917804,"Cerebrovascular arteriovenous malformation",LLT
10056371,C0917804,"Cerebrovascular arteriovenous malformation",PT
10035059,C0917890,"Pineocytoma",PT
10035059,C0917890,"Pineocytoma",LLT
10076783,C0917927,"Breast conserving surgery",LLT
10076783,C0917927,"Breast conserving surgery",PT
10036808,C0917981,"Progressive muscular atrophy",PT
10036808,C0917981,"Progressive muscular atrophy",LLT
10061658,C0918037,"Arteriogram",LLT
10061658,C0918037,"Arteriogram",PT
10061535,C0919267,"Ovarian neoplasm",LLT
10061535,C0919267,"Ovarian neoplasm",PT
10061198,C0919556,"Hantaviral infection",LLT
10061198,C0919556,"Hantaviral infection",PT
10049936,C0919560,"Stent occlusion",LLT
10049938,C0919561,"Congenital pyelocaliectasis",LLT
10049938,C0919561,"Congenital pyelocaliectasis",PT
10049939,C0919562,"Faecal volume increased",LLT
10049939,C0919562,"Faecal volume increased",PT
10049942,C0919563,"Renal artery dissection",LLT
10049942,C0919563,"Renal artery dissection",PT
10062101,C0919566,"Reduction of increased intracranial pressure",LLT
10062101,C0919566,"Reduction of increased intracranial pressure",PT
10049975,C0919567,"Uterine contractions during pregnancy",LLT
10049975,C0919567,"Uterine contractions during pregnancy",PT
10049976,C0919568,"Impatience",LLT
10049976,C0919568,"Impatience",PT
10049979,C0919569,"Airway complication of anaesthesia",LLT
10049979,C0919569,"Airway complication of anaesthesia",PT
10049986,C0919570,"Mental status changes postoperative",LLT
10049986,C0919570,"Mental status changes postoperative",PT
10049988,C0919571,"Anxiety postoperative",LLT
10049989,C0919572,"Agitation postoperative",LLT
10049989,C0919572,"Agitation postoperative",PT
10049990,C0919573,"Peroneal nerve palsy postoperative",LLT
10049990,C0919573,"Peroneal nerve palsy postoperative",PT
10066112,C0919574,"Immobilisation prolonged",LLT
10066112,C0919574,"Immobilisation prolonged",PT
10049992,C0919574,"Immobilization prolonged",LLT
10049994,C0919575,"Drug half-life reduced",LLT
10049994,C0919575,"Drug half-life reduced",PT
10049996,C0919576,"Ductus arteriosus premature closure",LLT
10049996,C0919576,"Ductus arteriosus premature closure",PT
10054096,C0919577,"Haemorrhagic tumour necrosis",LLT
10054096,C0919577,"Haemorrhagic tumour necrosis",PT
10049998,C0919578,"Idiosyncratic drug reaction",LLT
10049998,C0919578,"Idiosyncratic drug reaction",PT
10050002,C0919579,"Oculocephalogyric reflex absent",LLT
10050002,C0919579,"Oculocephalogyric reflex absent",PT
10050004,C0919580,"Rash maculovesicular",LLT
10050004,C0919580,"Rash maculovesicular",PT
10054981,C0919581,"Prophylaxis against gastrointestinal ulcer",LLT
10054981,C0919581,"Prophylaxis against gastrointestinal ulcer",PT
10050014,C0919582,"Sudden onset of sleep",LLT
10050014,C0919582,"Sudden onset of sleep",PT
10050051,C0919586,"Trendelenburg's symptom",LLT
10050051,C0919586,"Trendelenburg's symptom",PT
10050079,C0919588,"Exeresis",LLT
10050079,C0919588,"Exeresis",PT
10050056,C0919589,"Gastrostomy failure",LLT
10050056,C0919589,"Gastrostomy failure",PT
10050057,C0919590,"Injection site cellulitis",PT
10050057,C0919590,"Injection site cellulitis",LLT
10050058,C0919591,"Urogenital haemorrhage",LLT
10050058,C0919591,"Urogenital haemorrhage",PT
10050080,C0919592,"Hypothermia neonatal",LLT
10050080,C0919592,"Hypothermia neonatal",PT
10050082,C0919593,"Injection site coldness",LLT
10050082,C0919593,"Injection site coldness",PT
10050086,C0919594,"Poor weight gain neonatal",LLT
10050086,C0919594,"Poor weight gain neonatal",PT
10050093,C0919596,"Consciousness fluctuating",LLT
10050093,C0919596,"Consciousness fluctuating",PT
10050096,C0919597,"Phagophobia",LLT
10050096,C0919597,"Phagophobia",PT
10050366,C0919597,"Fear of eating",LLT
10050366,C0919597,"Fear of eating",PT
10050099,C0919599,"Application site eczema",LLT
10050099,C0919599,"Application site eczema",PT
10050100,C0919600,"Application site hyperaesthesia",LLT
10050100,C0919600,"Application site hyperaesthesia",PT
10050101,C0919601,"Application site nodule",LLT
10050101,C0919601,"Application site nodule",PT
10050102,C0919602,"Application site pallor",LLT
10050102,C0919602,"Application site pallor",PT
10050104,C0919603,"Application site urticaria",LLT
10050104,C0919603,"Application site urticaria",PT
10050106,C0919605,"Paroxysmal arrhythmia",LLT
10050106,C0919605,"Paroxysmal arrhythmia",PT
10050110,C0919607,"Carcinoid tumour of the duodenum",LLT
10050111,C0919608,"Cardiomyopathy neonatal",LLT
10050111,C0919608,"Cardiomyopathy neonatal",PT
10050116,C0919609,"Electroneuromyography",LLT
10050116,C0919609,"Electroneuromyography",PT
10050119,C0919610,"Diadynamic electrotherapy",LLT
10050159,C0919613,"Enterochromaffin cell hyperplasia",LLT
10050159,C0919613,"Enterochromaffin cell hyperplasia",PT
10050169,C0919615,"Meningoradiculitis",LLT
10050169,C0919615,"Meningoradiculitis",PT
10050172,C0919616,"Oral mucosa atrophy",LLT
10050172,C0919616,"Oral mucosa atrophy",PT
10050173,C0919617,"Prepyloric stenosis",LLT
10050173,C0919617,"Prepyloric stenosis",PT
10061117,C0919620,"Electrocardiogram ST-T change",LLT
10061117,C0919620,"Electrocardiogram ST-T change",PT
10050181,C0919621,"Vulvovaginal ulceration",PT
10050181,C0919621,"Vulvovaginal ulceration",LLT
10050190,C0919623,"Haemolysis neonatal",LLT
10050190,C0919623,"Haemolysis neonatal",PT
10050192,C0919624,"Pregnancy of partner",LLT
10050192,C0919624,"Pregnancy of partner",PT
10050196,C0919625,"Blood phosphorus increased",LLT
10050196,C0919625,"Blood phosphorus increased",PT
10050200,C0919626,"Thirst decreased",LLT
10050200,C0919626,"Thirst decreased",PT
10050201,C0919627,"Vocal cord atrophy",PT
10050201,C0919627,"Vocal cord atrophy",LLT
10050210,C0919629,"Epiglottis ulcer",LLT
10050210,C0919629,"Epiglottis ulcer",PT
10050216,C0919631,"Paget-Schroetter syndrome",LLT
10050216,C0919631,"Paget-Schroetter syndrome",PT
10060939,C0919633,"Anaesthetic complication vascular",LLT
10060939,C0919633,"Anaesthetic complication vascular",PT
10050228,C0919635,"Postoperative dizziness",LLT
10050505,C0919636,"Spinal fusion surgery",LLT
10050505,C0919636,"Spinal fusion surgery",PT
10058542,C0919637,"Anti-platelet antibody",LLT
10058542,C0919637,"Anti-platelet antibody",PT
10050248,C0919639,"Faecal volume decreased",LLT
10050248,C0919639,"Faecal volume decreased",PT
10050249,C0919640,"Hygroma colli",LLT
10050249,C0919640,"Hygroma colli",PT
10050266,C0919642,"Ureteral necrosis",LLT
10050266,C0919642,"Ureteral necrosis",PT
10050278,C0919643,"Urine calcium increased",LLT
10050278,C0919643,"Urine calcium increased",PT
10050282,C0919644,"Blast crisis in myelogenous leukaemia",LLT
10050282,C0919644,"Blast crisis in myelogenous leukaemia",PT
10050283,C0919645,"Tumour ulceration",LLT
10050283,C0919645,"Tumour ulceration",PT
10050292,C0919647,"Lung hernia",LLT
10050292,C0919647,"Lung hernia",PT
10050294,C0919648,"Spleen congestion",LLT
10050294,C0919648,"Spleen congestion",PT
10050310,C0919651,"Serum procollagen type III N-terminal propeptide",LLT
10050310,C0919651,"Serum procollagen type III N-terminal propeptide",PT
10050321,C0919654,"Prostate examination",LLT
10050321,C0919654,"Prostate examination",PT
10050322,C0919655,"Oxygen supplementation",LLT
10050343,C0919657,"Alveolitis necrotising",LLT
10050343,C0919657,"Alveolitis necrotising",PT
10050345,C0919658,"Nasal candidiasis",PT
10050345,C0919658,"Nasal candidiasis",LLT
10050346,C0919659,"Oropharyngeal candidiasis",LLT
10050346,C0919659,"Oropharyngeal candidiasis",PT
10050350,C0919660,"Lung cyst benign",LLT
10058155,C0919661,"Heart alternation",LLT
10058155,C0919661,"Heart alternation",PT
10050353,C0919663,"Miscarriage of partner",LLT
10050353,C0919663,"Miscarriage of partner",PT
10050359,C0919666,"Venipuncture site haemorrhage",LLT
10050382,C0919667,"Electrocardiogram T wave biphasic",LLT
10050382,C0919667,"Electrocardiogram T wave biphasic",PT
10050394,C0919669,"Hyperkaliuria",LLT
10050394,C0919669,"Hyperkaliuria",PT
10050395,C0919670,"Neonatal oversedation",LLT
10050395,C0919670,"Neonatal oversedation",PT
10050396,C0919671,"Subileus",LLT
10050396,C0919671,"Subileus",PT
10050401,C0919672,"Neonatal multi-organ failure",LLT
10050401,C0919672,"Neonatal multi-organ failure",PT
10050405,C0919673,"Artificial anus",LLT
10050410,C0919674,"Serology negative",LLT
10050410,C0919674,"Serology negative",PT
10050413,C0919675,"Urine leukocyte esterase",LLT
10050413,C0919675,"Urine leukocyte esterase",PT
10050416,C0919677,"Protein C",LLT
10050416,C0919677,"Protein C",PT
10050417,C0919678,"Protein S",LLT
10050417,C0919678,"Protein S",PT
10050418,C0919679,"Double stranded DNA antibody",LLT
10050418,C0919679,"Double stranded DNA antibody",PT
10050429,C0919682,"Disinfectant poisoning",LLT
10050429,C0919682,"Disinfectant poisoning",PT
10050443,C0919684,"Granulocytes maturation arrest",LLT
10050443,C0919684,"Granulocytes maturation arrest",PT
10050454,C0919689,"Donor leukocyte infusion",LLT
10050454,C0919689,"Donor leukocyte infusion",PT
10050377,C0919690,"Skin ulcer haemorrhage",LLT
10050377,C0919690,"Skin ulcer haemorrhage",PT
10050456,C0919691,"Anastomotic leak",LLT
10050456,C0919691,"Anastomotic leak",PT
10050459,C0919692,"Pulmonary oedema neonatal",LLT
10050459,C0919692,"Pulmonary oedema neonatal",PT
10050466,C0919695,"Peripancreatic fluid collection",LLT
10050466,C0919695,"Peripancreatic fluid collection",PT
10050476,C0919696,"Testicular appendage torsion",LLT
10050476,C0919696,"Testicular appendage torsion",PT
10050484,C0919697,"Cement embolism",LLT
10050484,C0919697,"Cement embolism",PT
10050506,C0919700,"Spinal fusion acquired",LLT
10050506,C0919700,"Spinal fusion acquired",PT
10050510,C0919702,"Ventricular hypokinesia",LLT
10050510,C0919702,"Ventricular hypokinesia",PT
10050525,C0919706,"Cytomegalovirus antibody positive",LLT
10050526,C0919707,"Cytomegalovirus antigen",LLT
10050536,C0919708,"Urine cytomegalovirus positive",LLT
10050540,C0919709,"Blood test normal",LLT
10050540,C0919709,"Blood test normal",PT
10050541,C0919710,"Cytomegalovirus antigen positive",LLT
10050542,C0919711,"Hepatitis B surface antigen negative",PT
10050542,C0919711,"Hepatitis B surface antigen negative",LLT
10061879,C0919712,"Occult blood negative",LLT
10061879,C0919712,"Occult blood negative",PT
10011364,C0919713,"Creatinine renal clearance increased",LLT
10011364,C0919713,"Creatinine renal clearance increased",PT
10062108,C0919714,"Retinal vascular thrombosis",LLT
10062108,C0919714,"Retinal vascular thrombosis",PT
10050551,C0919715,"Lupus-like syndrome",LLT
10050551,C0919715,"Lupus-like syndrome",PT
10050558,C0919718,"Mitral valve calcification",LLT
10050558,C0919718,"Mitral valve calcification",PT
10061959,C0919720,"Fracture treatment",LLT
10061959,C0919720,"Fracture treatment",PT
10050622,C0919721,"Anorectal operation",LLT
10050622,C0919721,"Anorectal operation",PT
10061856,C0919724,"Fascial operation",LLT
10061856,C0919724,"Fascial operation",PT
10050631,C0919726,"Postoperative hypertension",LLT
10050631,C0919726,"Postoperative hypertension",PT
10050634,C0919728,"Unwanted awareness during anaesthesia",LLT
10050634,C0919728,"Unwanted awareness during anaesthesia",PT
10050642,C0919730,"Blood elastase",LLT
10050642,C0919730,"Blood elastase",PT
10061028,C0919731,"Cardioactive drug level",LLT
10061028,C0919731,"Cardioactive drug level",PT
10061805,C0919735,"Cytomegalovirus serology",LLT
10050661,C0919737,"Platelet aggregation inhibition",LLT
10050661,C0919737,"Platelet aggregation inhibition",PT
10050663,C0919738,"White blood cells urine",LLT
10050663,C0919738,"White blood cells urine",PT
10050671,C0919743,"Blood erythropoietin abnormal",LLT
10050671,C0919743,"Blood erythropoietin abnormal",PT
10050672,C0919744,"Blood elastase increased",LLT
10050672,C0919744,"Blood elastase increased",PT
10050673,C0919745,"Blood elastase decreased",LLT
10050673,C0919745,"Blood elastase decreased",PT
10050684,C0919746,"Engraftment syndrome",PT
10050684,C0919746,"Engraftment syndrome",LLT
10050685,C0919747,"Cytokine storm",LLT
10050685,C0919747,"Cytokine storm",PT
10050687,C0919749,"Cystitis-like symptom",LLT
10050687,C0919749,"Cystitis-like symptom",PT
10050690,C0919750,"Nodule on extremity",LLT
10050691,C0919751,"Alpha hydroxybutyrate dehydrogenase",LLT
10050691,C0919751,"Alpha hydroxybutyrate dehydrogenase",PT
10050692,C0919752,"Anti-insulin antibody",LLT
10050692,C0919752,"Anti-insulin antibody",PT
10050701,C0919755,"Congenital pulmonary hypertension",LLT
10050701,C0919755,"Congenital pulmonary hypertension",PT
10050706,C0919756,"Retinopathy congenital",LLT
10050706,C0919756,"Retinopathy congenital",PT
10050711,C0919757,"Urine phosphorus",LLT
10050711,C0919757,"Urine phosphorus",PT
10050713,C0919758,"Vitamin D",LLT
10050713,C0919758,"Vitamin D",PT
10050716,C0919759,"Alpha hydroxybutyrate dehydrogenase increased",LLT
10050716,C0919759,"Alpha hydroxybutyrate dehydrogenase increased",PT
10050717,C0919760,"Alpha hydroxybutyrate dehydrogenase decreased",LLT
10050717,C0919760,"Alpha hydroxybutyrate dehydrogenase decreased",PT
10062183,C0919763,"Vitamin A abnormal",LLT
10062183,C0919763,"Vitamin A abnormal",PT
10062184,C0919764,"Vitamin A decreased",LLT
10062184,C0919764,"Vitamin A decreased",PT
10062134,C0919765,"Vitamin D increased",LLT
10062134,C0919765,"Vitamin D increased",PT
10062189,C0919766,"Vitamin D decreased",LLT
10062189,C0919766,"Vitamin D decreased",PT
10062188,C0919767,"Vitamin D abnormal",LLT
10062188,C0919767,"Vitamin D abnormal",PT
10050732,C0919768,"Extremity contracture",LLT
10050732,C0919768,"Extremity contracture",PT
10050737,C0919770,"Collagen antigen type 1",LLT
10050737,C0919770,"Collagen antigen type 1",PT
10050740,C0919771,"Inability to crawl",LLT
10050740,C0919771,"Inability to crawl",PT
10061189,C0919772,"Haemodynamic test",LLT
10061189,C0919772,"Haemodynamic test",PT
10050744,C0919773,"Haptoglobin",LLT
10050744,C0919773,"Haptoglobin",PT
10050747,C0919774,"Free thyroxine index abnormal",LLT
10050747,C0919774,"Free thyroxine index abnormal",PT
10050759,C0919777,"Band neutrophil count increased",LLT
10050759,C0919777,"Band neutrophil count increased",PT
10050761,C0919778,"Red blood cell burr cells present",LLT
10050761,C0919778,"Red blood cell burr cells present",PT
10050764,C0919779,"Red blood cell hyperchromic morphology present",LLT
10050764,C0919779,"Red blood cell hyperchromic morphology present",PT
10050765,C0919780,"Metamyelocyte count increased",LLT
10050765,C0919780,"Metamyelocyte count increased",PT
10050766,C0919781,"Myeloblast count increased",LLT
10050766,C0919781,"Myeloblast count increased",PT
10050767,C0919782,"Promyelocyte count increased",LLT
10050767,C0919782,"Promyelocyte count increased",PT
10050768,C0919783,"Red blood cell siderocytes present",LLT
10050768,C0919783,"Red blood cell siderocytes present",PT
10050769,C0919784,"Synovial fluid white blood cells positive",LLT
10050769,C0919784,"Synovial fluid white blood cells positive",PT
